"Category","Demo_URL","Description","Editor_URL","Installation Steps","Logo","Market_URL","Name","New image","Price montly","Price one_time","SEO_description","SEO_title","Short_description"
"Technical , Media , Blog , Mobile , Data (things) , Visual Elements","https://pinterest-65085.bubbleapps.io/version-test/lightbox","Repeating Group Lightbox plugin provides several options of an image galleries for your app. It includes several visual effects and  a useful interface to customize the plugin to your requirements.

Features:
- Thumbnail Navigation.
- Slideshow.
- Fullscreen Mode.
- Mouse & Keyboard Navigation.
- Fully responsive & ready for all devices.
- Each element can have a title, a description, and an author associated.","https://bubble.io/page?id=pinterest-65085&test_plugin=1564735347736x451216312144494600_current&tab=Design&name=lightbox&type=page","Create a repeating group with the necessary images.  , Place the plugin on the page.  , Place all the text fields that you want to display in the RG Lightbox, in the cell.  , Set ID for all objects (including the repeating group) and write these ID's in the plugin.  , If you need, you can hide unnecessary text fields using the plugin.","//s3.amazonaws.com/appforest_uf/f1609257578182x613322364575859500/collage.svg","https://bubble.io/plugin/rg-lightbox-1566842799501x841247558400999400","RG Lightbox","//s3.amazonaws.com/appforest_uf/f1662474661101x517209780873578050/collageRG%20Lightbox.svg","4","15","RG Lightbox Plugin offers versatile image gallery options with thumbnail navigation, slideshow, fullscreen mode, and responsive design. Customize your gallery with titles, descriptions, and author details.","RG Lightbox Plugin - Interactive Image Galleries with Customizable Effects","Create interactive image galleries with customizable effects and responsive design."
"Technical , Media , Mobile , Containers , Visual Elements","https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_1","Scrollable Animation helps you to easily react to the user's current scroll position.

It's the perfect library for you, if you want to ...

- animate based on scroll position — either trigger an animation or synchronize it to the scrollbar movement (like a playback scrub control).

- pin an element starting at a specific scroll position — either indefinitely or for a limited amount of scroll progress (sticky elements).

- toggle custom CSS of elements on and off based on scroll position.

- decorate and animate text blocks.

- effortlessly add parallax effects to your website.

ScrollMagic Javascript library was used when creating this plugin

Demo:
For details and demos visit the demo and documentation pages:

https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_1
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_2
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_manual_1
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_manual_2
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_guide_general
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_guide_pin
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_guide_stagger
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_guide_text
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_guide_filters
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_guide_customcss
https://scrollable-animation-plugin.bubbleapps.io/version-test/scroll_animation_tools","https://bubble.io/page?type=page&name=scroll_animation_1&id=scrollable-animation-plugin&test_plugin=1585659573453x857343877726076900_current&tab=tabs-1","Select a group on the page that will act as a trigger and assign it an ID Attribute.   The animation of the target element will start when the trigger scrolls to a certain offset (specified in the settings) , Select the target element to which the animation will be applied and assign it an ID Attribute. It's best if you place the target element inside the group from step 1 (trigger). , Place the ""ScrollAnimation-Scene"" element on the page and in the ""triggerElements"" field specify the identifier of the trigger element from step 1 , In workflows, select the ""Page is loaded"" event and launch the ""Tween ScrollAnimation-Scene"" action where in the ""TargetElements"" field you must specify the target element identifier from step 2 , Configure the desired animation in the ""Tween"" element and the ""ScrollAnimation-Scene"" trigger element","//s3.amazonaws.com/appforest_uf/f1609257652738x592839093152033500/1-04.svg","https://bubble.io/plugin/scrollable-animation-1585659573453x857343877726076900","Scrollable Animation","//s3.amazonaws.com/appforest_uf/f1662474644328x146498661670509280/Group%201scroll%20animation.svg","7","29","Scrollable Animation Plugin allows you to animate elements, pin items, toggle CSS, and add parallax effects based on user scroll position. Built with the ScrollMagic library for dynamic web interactions.","Scrollable Animation Plugin - Animate and Control Elements Based on Scroll","Animate and control elements based on scroll position with this versatile plugin."
"Technical , Containers , Media , Mobile , Visual Elements","https://plugin-preview.bubbleapps.io/version-test/unite_img_video_gallery","The Unite Gallery is multipurpose javascript gallery based on jquery library. It's built with a modular technique for ease of use and customization. The gallery supports displaying images and videos (YouTube videos, HTML5 video (.mp4, .ogv, .webm) and Vimeo video). You can use either a separate gallery with images or with some specific video format, or mixed galleries with images and video together.


Features
The gallery plays VIDEO from: Youtube, Vimeo, HTML5, and Images(not a video but still )

Responsive - fits to every screen with automatic ratio preserve
Touch Enabled - Every gallery parts can be controlled by the touch on touch enabled devices

Responsive - The gallery can fit every screen size, and can respond to a screen size change.

Themable - The gallery has various of themes, each theme has it's own options and features, but it uses gallery core objects

Zoom Effect - The gallery has unique zoom effect that could be applied within buttons, mouse wheel or pinch gesture on touch - enabled devices

Gallery Buttons - The gallery has buttons on it, like full screen or play/pause that optimized for touch devices access

Keyboard controls - The gallery could be controlled by keyboard (left, right arrows)

Tons of options. The gallery has huge amount of options for every gallery object that make the customization process easy and fun.","https://bubble.io/page?type=page&name=unite_img_video_gallery&id=plugin-preview&tab=tabs-1","Add the plugin to your app, set the image gallery and configure the properties as you see fit. See instructions on demo page","//s3.amazonaws.com/appforest_uf/f1609257723916x401626220711961860/1-03%20%281%29.svg","https://bubble.io/plugin/unite-image--video-gallery-1598707190591x443306801914183700","Unite Gallery","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752754799601x128877428746577920/1-03%20%281%29.svg","6","39","Unite Gallery is a flexible JavaScript gallery solution supporting images and videos from YouTube, Vimeo, and HTML5. Features include responsive design, touch support, zoom effects, and extensive customization options.","Unite Gallery - Versatile JavaScript Gallery for Images & Videos","Versatile gallery plugin supporting images and videos with responsive design and extensive customization."
"Technical , Analytics , Compliance , Data (things) , Productivity , Visual Elements","https://plugin-preview-2.bubbleapps.io/version-test/01_tabulator_demo_r","Tabulator allows you to create highly functional interactive tables.
Extensive Feature Set
Configure your tables to meet the needs of your users
Tabulator has an enormous number of features to help customize your table experience to your needs

     Unfortunately, at the moment the design features of the plugin do not allow working with linked tables. Those. All data must be in one database table.


- Columns.
Unlimited number of connected columns. Each column is connected and configured separately.
- Filters
Filter data to display only what you need to
- Sorting
Sort data however you like, by any value or data type
- Formatting
Create custom formatters to graphically display data
- Editing
Edit table data directly in the table. Then return the result
- Pagination
Automatic local and remote data pagination
- Packaged Themes
Five Prepackaged themes straight out the box
- Freeze Data
Freeze columns and rows in place while scrolling
- Download Data
Download data directly from the table to a CSV, PDF, HTML or XLSX File
- Layout
Customise the layout of Tabulator to meet your needs
- Responsive Layout
Automatically hide & show data to fit table size
- Persistent Configuration
Remember layout, sort and filter config between visits
- Navigation
Navigate focus around the table with keyboard and functions
- And much more.
For more information on features and functions, see the documentation and demo pages.

Demo and manuals:
https://plugin-preview-2.bubbleapps.io/version-test/01_tabulator_demo_r
https://plugin-preview-2.bubbleapps.io/version-test/02_tabulator_themes_r
https://plugin-preview-2.bubbleapps.io/version-test/03_tabulator_main_column_type_r
https://plugin-preview-2.bubbleapps.io/version-test/04_tabulatot_text_r
https://plugin-preview-2.bubbleapps.io/version-test/05_tabulatot_number_r
https://plugin-preview-2.bubbleapps.io/version-test/06_tabulatot_date_r
https://plugin-preview-2.bubbleapps.io/version-test/07_tabulatot_boolean_r
https://plugin-preview-2.bubbleapps.io/version-test/08_tabulatot_image_rownum_r
https://plugin-preview-2.bubbleapps.io/version-test/09_tabulator_custom_filter_r
https://plugin-preview-2.bubbleapps.io/version-test/10_add_change_delete_r
","https://bubble.io/page?type=page&name=01_tabulator_demo&id=plugin-preview-2&tab=tabs-1","See these page for documentation and additional examples:  https://plugin-preview-2.bubbleapps.io/version-test/01_tabulator_demo","//s3.amazonaws.com/appforest_uf/f1609258142549x761656645961157400/table1-01.svg","https://bubble.io/plugin/table--grid-tabulator-1605734492800x188796299305025540","Table / Grid ""Tabulator""","//s3.amazonaws.com/appforest_uf/f1662474624448x768924667519072100/table1-01Tabulator.svg","7","25","Create highly functional interactive tables with Tabulator. Customize columns, filters, sorting, and more. Features include data editing, pagination, downloadable files, and responsive layouts.","Tabulator - Advanced Interactive Tables with Customizable Features","Build interactive tables with extensive customization and functionality using Tabulator."
"Technical , Media , Ecommerce , Social Network , Mobile , Visual Elements","https://plugin-preview-2.bubbleapps.io/version-test/zoom_magnifier_01_demo","Zoom Magnifier is a plugin that allows you to use the magnifying glass effect on images.
Easily add hover zoom to your site images.
Ideal for For e-commerce sites.

Functions
- Different shapes and sizes of the magnifying glass.
- The magnifier can be used for both single and multiple images.
- The source of images can be a single image, a standard repeating group, or an optional carousel element (Zoom-carousel).
- The zoomed image can be displayed in the lens itself or outside in a wrapper.
- Click or hover effect.
- Different behavior for desktop and mobile devices.
- And many more functions.

Browser support
Works in Chrome, Firefox, Internet Explorer and Safari. Mobile support has been tested on the latest minor versions of the current and previous major release for the default iOS and Android browsers.

Demo:
https://plugin-preview-2.bubbleapps.io/version-test/zoom_magnifier_01_demo
https://plugin-preview-2.bubbleapps.io/version-test/zoom_magnifier_02_connection
","https://bubble.io/page?type=page&name=zoom_magnifier_01_demo&id=plugin-preview-2&tab=tabs-1","Place the ""Zoom-main"" element on the page , Enable the ""single image"" field , This is the easiest connection. For more complex connection options please visit the documentation and demo pages: https://plugin-preview-2.bubbleapps.io/version-test/zoom_magnifier_02_connection https://plugin-preview-2.bubbleapps.io/version-test/zoom_magnifier_01_demo","//s3.amazonaws.com/appforest_uf/f1620374864348x780103483434052100/search-flat.png","https://bubble.io/plugin/zoom-magnifier-1616537885632x102862942499241980","Zoom Magnifier","//s3.amazonaws.com/appforest_uf/f1662553904932x907788609896862800/Framelupa.svg","5","25","Add a magnifying glass effect to images on your site with Zoom Magnifier. Ideal for e-commerce, it supports single or multiple images, various shapes, and sizes for the magnifier, with hover or click activation.","Zoom Magnifier - Enhance Image Details with Hover Zoom Effect","Add hover zoom to images with customizable magnifier effects"
"Technical , Analytics , Mobile , Small Business , Visual Elements , Chart","https://apex-charts.bubbleapps.io/version-test/apex_demo","ApexCharts + CONFIG BUILDER
ApexCharts is a modern charting library that helps developers to create beautiful and interactive visualizations for web pages.

- Choose from a wide range of charts.
- ApexCharts are flexible and responsive - making your charts work on desktops, tablets as well as mobiles.
- Setting up ApexCharts is easy. Config Builder helps you create chart configurations quickly and easily. Our documentation will help you set up charts quickly. Config Builder allows you to adjust more than 400 different parameters.
- Packed with the features that you expect, ApexCharts includes over a dozen chart types that deliver beautiful, responsive visualizations in your apps and dashboards.


HOW IS OUR PLUGIN DIFFERENT FROM OTHER CHARTS PLUGINS?

The creation and configuration of the chart is done using CONFIG BUILDER.
CONFIG BUILDER is a visual assistant in building and configuring your charts. In CONFIG BUILDER you create the desired chart configuration for you. Adding and changing parameters you will immediately see the result.
In just a few minutes you can create the chart configuration you need, get the code that will be used in our plugin in your application.
You can also use CONFIG BUILDER to modify previously created configurations. If you need to change some parameters in a previously created configuration, then you do not have to create everything from the beginning. You just need to paste the old code into the CONFIG BUILDER, make the changes you want, and get the new (changed) configuration code.
Config Builder allows you to adjust more than 400 different parameters.


The charts are divided into five types:
ApexChart_Type_01
- area
- bar
- line
- histogram
- radar
- scatter

ApexChart_Type_02:
- pie
- donut
- radialBar
- polarArea

ApexChart_Type_03:
- bubble

ApexChart_Type_04:
- heatmap
- treemap

ApexChart_Type_05:
- candlestick
- boxPlot


APEX CONFIG BUILDER
https://bubble-test-api.bubbleapps.io/version-test/apex_builder


APEX DOC
https://apex-charts.bubbleapps.io/version-test/apex_doc


DEMO
https://apex-charts.bubbleapps.io/version-test/apex_demo
https://apex-charts.bubbleapps.io/version-test/apex_sync","https://bubble.io/page?type=page&name=apex_demo&id=apex-charts&tab=tabs-1","Using CONFIG BUILDER, create a chart configuration and get a configuration code.  APEX CONFIG BUILDER https://bubble-test-api.bubbleapps.io/version-test/apex_builder , Install the ApexChart_Type_XX plugin element in the application. , Connect the data fields and insert the configuration code into the ApexChart_Type_XX plugin element. , If necessary, make a small fine-tuning.","//s3.amazonaws.com/appforest_uf/f1636659760352x587770225465851000/apex-logo.svg","https://bubble.io/plugin/apex-charts-+-config-builder-1628607050488x621279207144030200","ApexCharts + Config Builder","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752754890091x615787819940429700/apex-logo.svg","8","39","Design beautiful, interactive charts with ApexCharts and our Config Builder. Create and customize over a dozen chart types quickly with 400+ parameters. Ideal for dynamic web visualizations.","ApexCharts + Config Builder - Create Interactive Charts Easily","Create and customize interactive charts with ApexCharts and our Config Builder."
"Mobile , Ecommerce , Customer Support , PDF , Visual Elements","https://plugin-preview-2.bubbleapps.io/version-test/jspdf","PDF creator + template builder
Allows you to automatically create a document template (invoices, invitations, announcements, mailings, tickets, reports, certificates. etc.) from a page (or group) created by the regular tools of the Bubble editor. And then generate PDFs with dynamic data on the server or client side according to a predefined template.

On the client side: allows using a template with dynamic data to generate a PDF document, upload it to the server, get a link to the downloaded file and / or download the generated PDF file to the client computer.
On the server side: allows using a template with connected dynamic data without user intervention (for example, on a schedule) to generate a PDF document, upload it to the server, get a link to the uploaded file. For example, send invoices every month on a schedule. Or send invitations to users for a specific event. Etc.


The set includes elements:
- PDF_creator - create PDF on the client side.
- Create_PDF_action - create a PDF on the server side.
Auxiliary elements:
- Create_template - from a regular page created in Bubble, creates a template code for use in PDF_creator and Create_PDF_action.
- PDF_code_editor - allows you to easily and visually edit (if necessary) the template code created by Create_template.


DEMO:
https://plugin-preview-2.bubbleapps.io/version-test/jspdf

jspdf_doc:
https://plugin-preview-2.bubbleapps.io/version-test/jspdf_doc

jspdf_code_doc + sandbox:
https://plugin-preview-2.bubbleapps.io/version-test/jspdf_code_doc","https://bubble.io/page?type=page&name=jspdf&id=plugin-preview-2&tab=tabs-1","Create a page in the bubble app. , Create your template on this page. , Get the template code using the ""Create_template"" element. , Use the element ""PDF_code_editor"" to edit or change (if necessary) the template code. , Next, you only need the received code, and the page with the template can be deleted. , Use the resulting code in the ""PDF_creator"" or ""Create_PDF_action"" elements to generate PDF.","//s3.amazonaws.com/appforest_uf/f1636930964686x993571251586688500/jspdf_logo.png","https://bubble.io/plugin/pdf-creator-+-template-builder-1633696585536x995327633737384000","PDF Creator + Template Builder","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752754965762x466657747509279500/jspdf_logo.png","7","39","Create and manage dynamic PDFs with ease using our PDF Creator + Template Builder. Generate client-side or server-side PDFs from Bubble templates, with options for scheduling, file upload, and download.","PDF Creator + Template Builder - Generate Dynamic PDFs from Bubble Templates","Generate dynamic PDFs from Bubble templates with client-side and server-side options."
"Technical , Containers , Mobile , Video , Media , Visual Elements , Image","https://plugin-preview-3.bubbleapps.io/version-test/parallax_img_video","What Is Parallax Scrolling Effect?
Parallax scrolling is a stunning scroll effect that makes an element scroll at a different speed than the page scroll.
These effects can be viewed on mobile devices too. The plugin allows to adjust settings to set whether parallax effects or videos will be seen on mobile devices and in certain browsers.
Parallax Scrolling Effect is typically used in the modern web design where the background image scroll slower than the foreground when the user scrolls down the webpage.

Features:
- Supports applying parallax effect to images and videos.
- Supports mobile devices.
- The ability to choose different effects when scrolling: scroll, scale, opacity, scroll-opacity, scale-opacity
- Ability to adjust parallax speed
- Video settings: select start and end of video, loop video, lazy load video.
- The ability to force disable the parallax effect and download videos on some devices
- Choose to respect or not respect the original proportions of images and videos
and other

Tested Browsers:
Latest browsers on Mac and Windows (Chrome, Firefox, Safari, Edge)
Latest Chrome on Android
Latest Safari on iOs","https://bubble.io/page?type=page&name=parallax_img_video&id=plugin-preview-3&tab=tabs-1","Place the element ""Parallax-img/video"" on the page and make settings.","//s3.amazonaws.com/appforest_uf/f1645025596988x494289354904805500/icon.png","https://bubble.io/plugin/parallax-imagevideo-1643754774747x943364630109487100","Parallax Image/video","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752754999936x539496281309213250/icon.png","5","15","Enhance your website with Parallax Scrolling Effects. Apply stunning parallax effects to images and videos, with adjustable speed, mobile support, and customizable settings for optimal performance across devices.","Parallax Image/Video Plugin - Dynamic Scrolling Effects for Modern Web Design","Add dynamic parallax scrolling effects to images and videos with customizable settings and mobile support."
"Technical , Containers , Media , Mobile , Video , Visual Elements","https://plugin-preview-3.bubbleapps.io/version-test/lottie_scroll","Easily add high-quality animation to your app.
Lottie is an library that renders After Effects animations in real time, allowing apps to use animations as easily as they use static images
Lottie is an open-sourced animation file format like no other. It is smaller with higher quality and allows for you to create animations that can be interacted with. So versatile, you can easily implement it on almost all platforms out there!

What is the use case for this?
Where this web animation really shines is in interactive design. With lottie-web, you can start or stop an animation in response to a user action (such as liking something on Twitter). Such subtle usage can really improve the overall user experience of your application.
How to get Lottie Animation JSON?
Login/Sign Up on Lottie Files
https://lottiefiles.com/
Search Animation and Download JSON file.
Use Json URL (Lottie Animation URL)

You can also bind an animation to the scroll and/or pin the element (the element will stay in place while scrolling the page).

Element Actions:
play
stop
pause
setSpeed
goToAndStop
goToAndPlay
setDirection
playSegments
getDuration
updateTextDocumentData

Events:
Complete
LoopComplete

States:
duration","https://bubble.io/page?type=page&name=lottie_scroll&id=plugin-preview-3&tab=tabs-1","Place the element ""lottie-player"" on the page , In the ""Lottie Animation File/URL"" field, specify the Lottie animation file. , In the simplest version, the plugin is ready for use. , If necessary, make other additional settings","//s3.amazonaws.com/appforest_uf/f1645025740753x465395591879635800/lf-intergrations-logo.svg","https://bubble.io/plugin/lottie-player-+-scroll-anim-1643493868042x591309284706091000","Lottie Scroll","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752755045533x222645975063105800/lf-intergrations-logo.svg","5","20","Enhance user experience with Lottie Scroll. Easily add high-quality, interactive animations to your app using Lottie’s real-time rendering of After Effects animations. Supports scroll-binding and pinning for dynamic visuals.","Lottie Scroll - Integrate High-Quality Animations into Your App","Add interactive Lottie animations to your app, with scroll-binding and pinning options."
"Technical , Data (things) , Productivity , Ecommerce , Analytics , Visual Elements , Chart","https://mindforapps-testing.bubbleapps.io/version-test/custom_charts","Design your annual reports in minutes using our bar and line charts.
The data in the plugin is grouped and displayed by month.

Builds a chart using a sample of data for a year. Combines data by month. Those. takes all the data from the sample for January and sums it up, then sums up all the data for February, and so on. Finally, it will display a final chart with the final results for each month from the sample. The sample must contain dates from only one year.
","https://bubble.io/page?id=mindforapps-testing&tab=tabs-1&name=custom_charts&type=page","Place the plugin on the page. , Set Data source. , Select the fields for the date and price. , Customize the design as you like.","//s3.amazonaws.com/appforest_uf/f1645025999786x876415996920144600/line-chart.png","https://bubble.io/plugin/custom-charts-1644765201901x993084158829658100","Custom Charts","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752755082208x236340913904578700/line-chart.png","2","10","Quickly design annual reports with our Custom Charts plugin. Create bar and line charts that aggregate monthly data from a year's sample. Ideal for visualizing yearly trends and summaries in minutes.","Custom Charts Plugin - Easy Bar and Line Charts for Annual Reports","Create annual reports with bar and line charts that summarize monthly data"
"Containers , Internationalization , Mobile , Customer Support , Technical , Visual Elements","https://plugin-preview-3.bubbleapps.io/version-test/advanced_tooltip","Advanced Tooltip - the plugin is based on the tippy.js library.
Tippy.js is the complete solution for the web, powered by Popper.
Tippy.js is a small yet highly customizable JavaScript tooltip library that helps you add customizable, interactive, animated, accessible, touch-friendly tooltips to any DOM element.

It provides the logic and optional styling of elements that ""pop out"" from the flow of the document and float next to a target element.

- Smart: will always float optimally in view
- Fast: high performance for low-end devices
- Universal: compatible with mouse, keyboard, and touch inputs
- Customizable: fine-tunable functionality and fully stylable with CSS
- Themeable: style via custom CSS, includes extra themes and animations


Key features:
- works with most standard elements (Text, Button, Icon, Image, Group, RepeatingGroup, Input, Dropdown, Checkbox, RadioButtons and others), as well as elements of custom plugins.
- Supports all positions: auto, auto-start, auto-end, top, top-start, top-end, right, right-start, right-end, bottom, bottom-start, bottom-end, left, left-start, left-end
- Custom trigger events: mouseenter, focus, click or manual.
- 5 built-in amazing animations: fade, perspective, scale, shift-toward, shift-away .
-4 built-in themes: light, light-border, material, translucent + custom (allows you to customize the color scheme yourself)
- Allows to embed any HTML markup inside the tooltip.
- Allows multiple tooltips on the same element.
- Allows you to use one plugin element not only with a single element on the page, but also with a group of elements.
- Works in Repeating Group.
- Useful callback functions.
","https://bubble.io/page?type=page&name=advanced_tooltip&id=plugin-preview-3&tab=tabs-1","Install the plugin , Make sure you expose the option to attribute a HTML ID from your bubble app, you can do this in the general settings by enabling the checkbox. , Give a unique ID to the element(s) (Targets and triggers (if needed)) , Specify the content of the tooltip.","//s3.amazonaws.com/appforest_uf/f1658848114774x720579081144026200/tippy_2.png","https://bubble.io/plugin/advanced-tooltip-1658529043551x529931311906553860","Advanced Tooltip","//s3.amazonaws.com/appforest_uf/f1662553934299x607780601301040800/Frameoth.svg","5","25","Enhance your web applications with the Advanced Tooltip plugin. This highly customizable tooltip library supports various positions, animations, and themes. Ideal for adding interactive, accessible tooltips to any DOM element with support for multiple tooltips and custom HTML.","Advanced Tooltip Plugin - Customizable and Interactive Tooltips","Customizable, interactive tooltip plugin"
"Technical , Containers , Data (things) , Media , Visual Elements","https://plugin-preview-4.bubbleapps.io/version-test/advanced_rg_slider","Advanced Slider from Repeating Group is a plugin that turns a standard repeating group into an advanced slider or carousel.

Keeping the convenience and functionality of the repeating group, you get a highly customizable slider with a huge number of functions.

You are not tied to any particular design of the individual slides in the slider, but you can create your own slides with a repeating group of your choice.

Advanced Slider from Repeating Group - based on the ""Swiper"" library.
Swiper - is the  slider with hardware accelerated transitions and amazing native behavior.


Features
- Mobile-friendly: It is intended to be used in mobile websites, mobile web apps, and mobile native/hybrid apps.
- 1:1 Touch movement: By default, Swiper provides 1:1 touch movement interaction, but this ratio can be configured through Swiper settings.
- Rich API: Swiper comes with a very rich API. It allows creating your own pagination, navigation buttons, and many more.
- Transition Effects: Fade, Flip, 3D Cube (with additional settings for each effect).
- Full Navigation Control: Swiper comes with all required built-in navigation elements, such as Pagination, Navigation arrows, and Scrollbar.
- Autoplay.
- Free Mode.
- Keyboard control.
- Mousewheel control.
- And many more features and settings.","https://bubble.io/page?type=page&name=advanced_rg_slider&id=plugin-preview-4&tab=tabs-1","Place a Repeating Group on the page. Connect Data and Set Up a Repeating Group , For better control, wrap the repeating group in a group. , Adjust the responsiveness of the repeating group. , Give the repeating group an ID. , If sliding the slider will not load additional slides, then you may need to set ""Show all elements at once"" = ""true"" , Install the plugin element (AdvancedRGSlider) on the page. , Connect the AdvancedRGSlider the same way you connected the repeating group. , Write in the ""rg"" field the identifier that you assigned to the Repeating group in step 2 , If necessary, make additional settings for AdvancedRGSlider.","//s3.amazonaws.com/appforest_uf/f1665431147104x410253065289687440/rg_slider_icon.png","https://bubble.io/plugin/advanced-slider-from-repeatinggroup-1663800568882x280561463280009200","Advanced RG slider","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752755161072x133106274159023650/rg_slider_icon.png","7","35","Transform your repeating group into a powerful, customizable slider or carousel with the Advanced RG Slider plugin. Built on the Swiper library, this plugin offers mobile-friendly touch interactions, rich API, various transition effects, and full navigation control for an enhanced user experience.","Advanced RG Slider Plugin - Customizable Carousel with Swiper Integration","Transform your repeating group into a powerful slider or carousel"
"Technical , Media , Containers , Blog , Data (things) , Visual Elements","https://plugin-preview-4.bubbleapps.io/version-test/wysiwyg_editor","Advanced WYSIWYG HTML editor - the plugin is based on the SunEditor (WYSIWYG web editor).
The Advanced WYSIWYG HTML editor is a lightweight, flexible, customizable WYSIWYG text editor for your web applications.


Key features:
- Configurable toolbar with option to add/remove controls. 37+ toolbar buttons. The ability to model the toolbar (buttons) as you need.
- Option to change the order of the controls in the toolbar.
- Option to conditionally show hide toolbar.
- Support for inline styles: Bold, Italic, Underline, StrikeThrough, Code, Subscript, Superscript.
- Support for block types: Paragraph, H1 - H6, Blockquote, Code.
- Support for setting font-size and font-family and option to add custom types.
- Support for ordered / unordered lists and indenting.
- Support for text-alignment.
- Support for coloring text or background and option to add your own color values.
- Support for adding / editing links
- Support for adding / uploading images.
- Support for aligning images, setting height, width.
- Support for Embedded links, flexibility to set height and width.
- Option of undo and redo.
- Configurable behavior for RTL and Spellcheck.
- Support for placeholder.
- Support for internationalization. 20 interface languages: ar, ckb, da, de, en, es, fr, he, it, ja, ko, lv, nl, pl, pt_br, ro, ru, se, ua, zh_cn.
- Light and dark themes.
- 4 mode of the editor ('classic', 'inline', 'balloon', 'balloon-always').
- Pasting from Microsoft Word and Excel.
- Custom table selection, merge and split.
- Media embed, images upload (Possibility to insert images, video and audio.).
- Can use  KaTeX (math plugin).
- A large number of element actions (run in workflows): Set, Get, Show Editor, Hide Editor, Disable Editor, Enable Editor, Append contents to Editor, getText, Show Toolbar, Hide Toolbar, Disable Toolbar, Enable Toolbar, readOnly
- Browser Support:
Chrome, Firefox, Opera, Safari, Edge, Internet Explorer -11+
- The ability to add a ""pageBreak"" to force content to be split into pages.
- Create a PDF document from the content.
- And.. many other features :)","https://bubble.io/page?type=page&name=wysiwyg_editor&id=plugin-preview-4&tab=tabs-1","Install the plugin. Place the ""WYSIWYG editor"" from elements to wherever part you need. , That's it. You can refer to the content as that ""WYSIWYG editor"" editor's content.","//s3.amazonaws.com/appforest_uf/f1665431318487x113855376119440740/editor_icon.png","https://bubble.io/plugin/advanced-wysiwyg-html-editor-1660943494581x605008264340176900","WYSIWYG editor","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752755183735x971113662229017300/editor_icon.png","7","35","Enhance your web applications with the Advanced WYSIWYG HTML Editor, based on SunEditor. This versatile and lightweight editor features a configurable toolbar, support for various text styles and block types, internationalization, and more. Ideal for creating rich text content with ease.","Advanced WYSIWYG HTML Editor Plugin - Flexible & Customizable Text Editor","Customizable WYSIWYG HTML editor with advanced features and flexible toolbar options."
"Technical , Mobile , Media , Containers , Visual Elements","https://plugin-preview-4.bubbleapps.io/version-test/hover_transition","Hover Transition -  plugin that can be used for creating WebGL powered distortion hover effects using displacement images.
The effect is as follows: hovering over an image will use a displacement image to transition to another image. Using different displacement images, you can create different images.
Uses two main images and one displacement image to create the effect.
","https://plugin-preview-4.bubbleapps.io/version-test/hover_transition","Place hoverTransition on the page.  , Add first and second Images of the animation  and displacement image  , Setup intensity, angle and speed if needed","//s3.amazonaws.com/appforest_uf/f1666709739523x220540314793690180/pay-per-click-02.png","https://bubble.io/plugin/hover-transition-1666354444964x899080159256117200","Hover Transition","//ffe46b16a377e4f6249ab41469afe35b.cdn.bubble.io/f1752755214036x988243419194372100/pay-per-click-02.png","3","8","Create stunning WebGL-powered hover effects with the Hover Transition plugin. This tool uses displacement images to transition between two main images, allowing for unique distortion effects. Ideal for adding dynamic visuals to your website.","Hover Transition Plugin - WebGL Distortion Effects with Displacement Images","WebGL plugin for creating distortion hover effects using displacement images."
